Hi.,Salut!
You look surprised.,Vous avez l'air surpris.
You look very good.,Tu as l'air très bien.
You look very good.,Vous avez l'air très bien.
You look very pale.,Tu as l'air très pâle.
You look very pale.,Vous avez l'air très pâle.
You look very pale.,Vous avez l'air très pâles.
You made a promise.,Vous aviez promis.
You may be correct.,Il se peut que tu aies raison.
You may be correct.,Il se peut que vous ayez raison.
You may use my car.,Vous pouvez utiliser ma voiture.
You may use my car.,Tu peux prendre ma voiture.
You might be right.,Tu dois avoir raison.
You might get hurt.,Il est possible que tu sois blessé.
You might get hurt.,Vous pourriez être blessé.
You might meet him.,Peut-être le rencontreras-tu.
You might meet him.,Peut-être auras-tu la permission de le rencontrer.
You might try that.,Vous pourriez essayer ça.
You must all leave.,Vous devez tous partir.
You must be joking!,Tu parles !
You must be sleepy.,Tu dois avoir sommeil.
You must be sleepy.,Vous devez avoir sommeil.
You must be strong.,Il te faut être fort.
You must be strong.,Il vous faut être fort.
You must find work.,Il vous faut trouver du travail.
You must find work.,Il te faut trouver du travail.
You must find work.,Tu dois trouver du travail.
You must find work.,Vous devez trouver du travail.
You must get going.,Il faut que tu y ailles.
You must get going.,Il faut que vous y alliez.
You need a holiday.,Vous avez besoin de vacances.
You need a new car.,Il vous faut une nouvelle voiture.
You need a new car.,Tu as besoin d'une nouvelle voiture.
You need to fix it.,Il faut que tu le répares.
You need to let go.,Il faut que tu laisses courir.
You need to let go.,Il faut que vous laissiez courir.
You only live once.,On ne vit qu'une fois.
You owe me a favor.,Tu me dois une faveur.
You party too much.,Tu fais trop la fête.
You party too much.,Vous faites trop la fête.
You people are mad.,Vous êtes fous.
You people are mad.,Vous êtes tous cinglés.
You ruined my life.,Tu as ruiné ma vie.
You ruined my life.,Vous avez ruiné ma vie.
You seem confident.,Tu as l'air confiant.
You seem depressed.,Tu as l'air déprimé.
You seem depressed.,Tu as l'air déprimée.
You seem depressed.,Vous avez l'air déprimé.
You seem depressed.,Vous avez l'air déprimée.
You seem depressed.,Vous avez l'air déprimées.
You seem depressed.,Vous avez l'air déprimés.
You seem different.,Tu as l'air différent.
You seem very busy.,Vous avez l'air très occupé.
You should do that.,Tu devrais faire ça.
You should do that.,Vous devriez faire ça.
You should go home.,Tu devrais rentrer chez toi.
You should go home.,Vous devriez rentrer chez vous.
You should know it.,Tu devrais le savoir.
You should know it.,Vous devriez le savoir.
You should turn in.,Tu devrais te rendre.
You smell terrible.,Tu sens terriblement.
You speak too much.,Tu parles trop.
You take the money.,Prends l'argent.
You taught me that.,Tu m'as appris cela.
You taught us that.,Tu nous l'a enseigné.
You were bad at it.,Tu n'as pas été bon.
You were bad at it.,Tu n'as pas été bonne.
You were bad at it.,Vous n'avez pas été bon.
You were bad at it.,Vous n'avez pas été bonne.
You were bad at it.,Vous n'avez pas été bons.
You were bad at it.,Vous n'avez pas été bonnes.
You were bad at it.,Vous n'y avez pas brillé.
You were bad at it.,Tu n'y as pas brillé.
You were bad at it.,Ça ne vous a pas réussi.
You were bad at it.,Ça ne t'a pas réussi.
You were fantastic.,Tu as été fantastique.
You were fantastic.,Vous avez été fantastiques.
You were fantastic.,Vous avez été fantastique.
You were fantastic.,Tu étais fantastique.
You were fantastic.,Vous étiez fantastique.
You were fantastic.,Vous étiez fantastiques.
You were in a coma.,Tu étais dans le coma.
You were in a coma.,Vous étiez dans le coma.
You were in danger.,Tu étais en danger.
You were in danger.,Vous étiez en danger.
You were my friend.,Vous fûtes mon ami.
You were my friend.,Vous fûtes mon amie.
You were my friend.,Tu fus mon ami.
You were my friend.,Tu fus mon amie.
You were my friend.,Tu as été mon amie.
You were my friend.,Tu as été mon ami.
You were my friend.,Vous avez été mon ami.
You were my friend.,Vous avez été mon amie.
You were so strong.,Vous étiez si fort.
You were so strong.,Tu étais tellement fort.
You were so strong.,Tu étais si forte.
You were so strong.,Vous étiez tellement forts.
You were so strong.,Vous étiez si forte.
You were so strong.,Vous étiez si fortes.
You won everything.,Tu as tout gagné.
You won everything.,Vous avez tout gagné.
You won't be fired.,On ne vous virera pas.
You won't be fired.,Vous ne serez pas virée.
You won't be fired.,Vous ne serez pas viré.
You won't be fired.,Vous ne serez pas virées.
You won't be fired.,Vous ne serez pas virés.
You won't be fired.,Tu ne seras pas virée.
You won't be fired.,Tu ne seras pas viré.
You won't be fired.,On ne te virera pas.
You'd better hurry.,Tu ferais mieux de te dépêcher.
You'd better hurry.,Tu ferais mieux de te grouiller.
You'd better hurry.,Vous feriez mieux de vous dépêcher.
You'd better hurry.,Vous feriez mieux de vous grouiller.
You'll bounce back.,Tu t'en remettras.
You'll bounce back.,Vous vous en remettrez.
You'll feel better.,Tu te sentiras mieux.
You'll feel better.,Vous vous sentirez mieux.
You'll get over it.,Tu t'en remettras.
You'll get over it.,Vous vous en remettrez.
You're a big softy.,T'es un gros nounours.
You're a funny gal.,T'es une drôle de fille.
You're a funny guy.,T'es un gars marrant.
You're a funny guy.,T'es un drôle de gars.
You're a funny guy.,Vous êtes un drôle de zozo.
You're a funny guy.,Vous êtes un drôle d'oiseau.
You're a funny guy.,Vous êtes un drôle de spécimen.
You're a funny man.,T'es un mec marrant.
You're a funny man.,Vous êtes un drôle de type.
You're a good liar.,Tu es bon menteur.
You're a good liar.,Vous êtes bon menteur.
You're a great guy.,Tu es un bon gars.
You're a great guy.,Vous êtes un bon gars.
You're a real pain.,Tu es vraiment pénible.
You're a smart boy.,Tu es un garçon malin.
You're a weird kid.,T'es un gamin bizarre.
You're a weird kid.,Vous êtes un enfant bizarre.
You're a woman now.,Tu es désormais une femme.
You're a woman now.,Vous êtes désormais une femme.
You're about right.,Tu as presque raison.
You're all cowards.,Vous êtes tous des lâches.
You're all invited.,Vous êtes tous invités.
You're all invited.,Vous êtes toutes invitées.
You're all racists.,Vous êtes tous des racistes.
You're all racists.,Vous êtes toutes des racistes.
You're annoying me.,Tu m'énerves.
You're avoiding me.,Tu m'évites.
You're avoiding me.,Vous m'évitez.
You're being silly.,Tu es idiot.
You're being silly.,Vous êtes idiot.
You're being silly.,Vous êtes idiote.
You're being silly.,Tu es idiote.
You're being weird.,T'es pas normal.
You're both pretty.,Vous êtes tous les deux jolis.
You're both pretty.,Vous êtes toutes les deux jolies.
You're considerate.,Vous êtes prévenant.
You're considerate.,Tu es prévenant.
You're considerate.,Tu es prévenante.
You're cooperating.,Vous coopérez.
You're extroverted.,Tu es extraverti.
You're extroverted.,Tu es extravertie.
You're extroverted.,Vous êtes extraverti.
You're extroverted.,Vous êtes extravertis.
You're extroverted.,Vous êtes extravertie.
You're extroverted.,Vous êtes extraverties.
You're fascinating.,Vous êtes fascinante.
You're fascinating.,Vous êtes fascinantes.
You're fascinating.,Vous êtes fascinant.
You're fascinating.,Vous êtes fascinants.
You're fascinating.,Tu es fascinante.
You're fascinating.,Tu es fascinant.
You're fashionable.,Tu es branché.
You're fashionable.,Tu es branchée.
You're fashionable.,Vous êtes branché.
You're fashionable.,Vous êtes branchés.
You're fashionable.,Vous êtes branchée.
You're fashionable.,Vous êtes branchées.
You're hurting him.,Vous lui faites mal.
You're hurting him.,Tu lui fais mal.
You're influential.,Vous êtes influent.
You're lying again.,Vous mentez encore.
You're lying to me.,Tu me mens.
You're my daughter.,Vous êtes ma fille.
You're my daughter.,Tu es ma fille.
You're my princess.,Vous êtes ma princesse.
You're not a loser.,Tu n'es pas un perdant.
You're not a loser.,Tu n'es pas un perdante.
You're not a loser.,Vous n'êtes pas un perdant.
You're not a loser.,Vous n'êtes pas une perdante.
You're not bruised.,Tu n'es pas contusionné.
You're not bruised.,Tu n'es pas contusionnée.
You're not bruised.,Vous n'êtes pas contusionné.
You're not bruised.,Vous n'êtes pas contusionnée.
You're not bruised.,Vous n'êtes pas contusionnés.
You're not bruised.,Vous n'êtes pas contusionnées.
You're not dressed.,Vous n'êtes pas habillé.
You're not dressed.,Vous n'êtes pas habillée.
You're not dressed.,Vous n'êtes pas habillés.
You're not dressed.,Vous n'êtes pas habillées.
You're not dressed.,Tu n'es pas habillé.
You're not dressed.,Tu n'es pas habillée.
You're not helping.,Tu n'aides pas.
You're not helping.,Vous n'aidez pas.
You're not like me.,Tu n'es pas comme moi.
You're not like me.,Vous n'êtes pas comme moi.
You're not my type.,Tu n'es pas mon genre.
You're not my type.,Vous n'êtes pas mon genre.
You're not special.,Tu n'es pas spécial.
You're on the list.,Vous êtes sur la liste.
You're on the list.,Tu te trouves sur la liste.
You're on the list.,Vous vous trouvez sur la liste.
You're out of luck.,Ta chance est épuisée.
You're out of luck.,Votre chance est épuisée.
You're out of time.,Votre temps est écoulé.
You're out of time.,Ton temps est écoulé.
You're pretty good.,T'es assez bon.
You're pretty good.,T'es assez bonne.
You're pretty good.,Vous êtes plutôt bon.
You're pretty good.,Vous êtes plutôt bonne.
You're pretty good.,Vous êtes plutôt bons.
You're pretty good.,Vous êtes assez bonnes.
You're quite smart.,Tu es fort maline.
You're replaceable.,On peut te remplacer.
You're replaceable.,Tu n'es pas indispensable.
You're resourceful.,Tu es plein de ressources.
You're resourceful.,Tu es pleine de ressources.
You're resourceful.,Vous êtes plein de ressources.
You're resourceful.,Vous êtes pleins de ressources.
You're resourceful.,Vous êtes pleine de ressources.
You're so paranoid.,Tu es tellement paranoïaque !
You're so paranoid.,Vous êtes tellement paranoïaque !
You're so pathetic.,Tu es si pitoyable.
You're so pathetic.,Vous êtes si pathétique.
You're so romantic.,Tu es si romantique.
You're so romantic.,Vous êtes si romantique.
You're so talented.,Vous avez tellement de talent !
You're so talented.,Tu as tellement de talent !
You're still alive.,Vous êtes toujours vivant.
You're still alive.,Vous êtes toujours vivants.
You're still alive.,Tu es toujours vivant.
You're still alive.,Tu es toujours vivante.
You're still alive.,Vous êtes toujours vivante.
You're still alive.,Vous êtes toujours vivantes.
You're still green.,Tu es encore jeune.
You're still green.,Vous êtes encore inexpérimenté.
You're still green.,Tu es encore un bleu.
You're still young.,Tu es encore jeune.
You're still young.,Vous êtes encore jeune.
You're still young.,Vous êtes encore jeunes.
You're such a jerk.,Tu es un de ces pauvres types !
You're such a jerk.,Vous êtes un de ces pauvres types !
You're such a liar.,Tu es un sacré menteur.
You're such a liar.,Vous êtes un sacré menteur.
You're such a liar.,Quel menteur tu fais !
You're such a liar.,Quel menteur vous faites !
You're such a liar.,Quelle menteuse tu fais !
You're such a liar.,Quelle menteuse vous faites !
You're such a liar.,Vous êtes une sacrée menteuse.
You're such a liar.,Tu es une sacrée menteuse.
You're such a wimp.,T'es vraiment une poule mouillée.
You're the experts.,Vous êtes les experts.
You're the teacher.,Vous êtes l'enseignant.
You're the teacher.,Vous êtes l'enseignante.
You're the teacher.,Vous êtes l'instituteur.
You're the teacher.,Vous êtes l'institutrice.
You're the teacher.,Vous êtes le professeur.
You're the teacher.,Vous êtes la professeur.
You're the teacher.,Tu es le professeur.
You're the teacher.,Tu es la professeur.
You're the teacher.,Tu es l'institutrice.
You're the teacher.,Tu es l'instituteur.
You're the teacher.,Tu es l'enseignante.
You're the teacher.,Tu es l'enseignant.
You're the teacher.,C'est vous l'enseignante.
You're the teacher.,C'est vous l'enseignant.
You're the teacher.,C'est vous le professeur.
You're the teacher.,C'est vous la professeur.
You're the teacher.,C'est vous l'instituteur.
You're the teacher.,C'est vous l'institutrice.
You're the teacher.,C'est toi l'instituteur.
You're the teacher.,C'est toi l'institutrice.
You're the teacher.,C'est toi le professeur.
You're the teacher.,C'est toi la professeur.
You're the teacher.,C'est toi le prof.
You're the teacher.,C'est toi la prof.
You're the teacher.,C'est toi l'enseignant.
You're the teacher.,C'est toi l'enseignante.
You're touching me.,Tu me touches.
You're touching me.,Vous me touchez.
You're trustworthy.,Tu es fiable.
You're trustworthy.,Vous êtes fiable.
You're trustworthy.,Vous êtes fiables.
You're turning red.,Tu deviens rouge.
You're turning red.,Vous devenez rouge.
You're unambitious.,Tu es dépourvu d'ambition.
You're unambitious.,Tu es dépourvue d'ambition.
You're unambitious.,Vous êtes dépourvu d'ambition.
You're unambitious.,Vous êtes dépourvue d'ambition.
You're unambitious.,Vous êtes dépourvus d'ambition.
You're unambitious.,Vous êtes dépourvues d'ambition.
You're very astute.,Tu es fort astucieux.
You're very astute.,Tu es fort astucieuse.
You're very astute.,Tu es très astucieux.
You're very astute.,Tu es très astucieuse.
You're very astute.,Vous êtes très astucieux.
You're very astute.,Vous êtes très astucieuse.
You're very astute.,Vous êtes très astucieuses.
You're very astute.,Vous êtes fort astucieux.
You're very astute.,Vous êtes fort astucieuse.
You're very astute.,Vous êtes fort astucieuses.
You're very clever.,Tu es très ingénieux.
You're very clever.,Tu es très ingénieuse.
You're very clever.,Tu es très habile.
You're very clever.,Tu es fort habile.
You're very clever.,Vous êtes très habile.
You're very clever.,Vous êtes très habiles.
You're very clever.,Vous êtes fort habile.
You're very clever.,Vous êtes fort habiles.
You're very clever.,Vous êtes fort ingénieux.
You're very clever.,Vous êtes très ingénieux.
You're very clever.,Vous êtes fort ingénieuse.
You're very clever.,Vous êtes fort ingénieuses.
You're very clever.,Vous êtes très ingénieuse.
You're very clever.,Vous êtes très ingénieuses.
You're very clever.,Tu es fort ingénieux.
You're very clever.,Tu es fort ingénieuse.
You're very direct.,Tu es très direct.
You're very direct.,Tu es très directe.
You're very direct.,Vous êtes très direct.
